benchmark,month,months_since_50,sota
science_qa,2023-04-01,14.95,0.7417
science_qa,2023-05-01,15.93,0.7417
science_qa,2023-06-01,16.95,0.7417
science_qa,2023-07-01,17.94,0.7417
science_qa,2023-08-01,18.96,0.7417
science_qa,2023-09-01,19.97,0.7417
science_qa,2023-10-01,20.96,0.7417
science_qa,2023-11-01,21.98,0.7417
science_qa,2023-12-01,22.96,0.7417
science_qa,2024-01-01,23.98,0.797
science_qa,2024-02-01,25.0,0.797
science_qa,2024-03-01,25.95,0.797
science_qa,2024-04-01,26.97,0.797
science_qa,2024-05-01,27.96,0.885
science_qa,2024-06-01,28.98,0.885
science_qa,2024-07-01,29.96,0.885
science_qa,2024-08-01,30.98,0.913
simplebench,2024-02-01,-12.68,0.235
simplebench,2024-03-01,-11.73,0.235
simplebench,2024-04-01,-10.71,0.251
simplebench,2024-05-01,-9.72,0.251
simplebench,2024-06-01,-8.71,0.275
simplebench,2024-07-01,-7.72,0.275
simplebench,2024-08-01,-6.7,0.275
simplebench,2024-09-01,-5.68,0.417
simplebench,2024-10-01,-4.7,0.417
simplebench,2024-11-01,-3.68,0.417
simplebench,2024-12-01,-2.69,0.417
simplebench,2025-01-01,-1.68,0.417
simplebench,2025-02-01,-0.66,0.464
simplebench,2025-03-01,0.26,0.516
simplebench,2025-04-01,1.28,0.531
simplebench,2025-05-01,2.27,0.588
simplebench,2025-06-01,3.29,0.624
simplebench,2025-07-01,4.27,0.624
simplebench,2025-08-01,5.29,0.624
simplebench,2025-09-01,6.31,0.624
simplebench,2025-10-01,7.29,0.624
simplebench,2025-11-01,8.31,0.764
simplebench,2025-12-01,9.3,0.764
simplebench,2026-01-01,10.32,0.764
simplebench,2026-02-01,11.33,0.796
simplebench,2026-03-01,12.25,0.796
simplebench,2026-04-01,13.27,0.796
simplebench,2026-05-01,14.26,0.796
simplebench,2026-06-01,15.28,0.8190000000000001
simplebench,2026-07-01,16.26,0.8190000000000001
simpleqa_verified,2024-10-01,-5.91,0.067
simpleqa_verified,2024-11-01,-4.89,0.067
simpleqa_verified,2024-12-01,-3.91,0.067
simpleqa_verified,2025-01-01,-2.89,0.067
simpleqa_verified,2025-02-01,-1.87,0.067
simpleqa_verified,2025-03-01,-0.95,0.067
simpleqa_verified,2025-04-01,0.07,0.53
simpleqa_verified,2025-05-01,1.05,0.53
simpleqa_verified,2025-06-01,2.07,0.56
simpleqa_verified,2025-07-01,3.06,0.56
simpleqa_verified,2025-08-01,4.07,0.56
simpleqa_verified,2025-09-01,5.09,0.6746746746746747
simpleqa_verified,2025-10-01,6.08,0.6746746746746747
simpleqa_verified,2025-11-01,7.1,0.729
simpleqa_verified,2025-12-01,8.08,0.729
simpleqa_verified,2026-01-01,9.1,0.729
simpleqa_verified,2026-02-01,10.12,0.773
simpleqa_verified,2026-03-01,11.04,0.773
simpleqa_verified,2026-04-01,12.06,0.773
simpleqa_verified,2026-05-01,13.04,0.773
simpleqa_verified,2026-06-01,14.06,0.773
simpleqa_verified,2026-07-01,15.05,0.773
swe_bench_verified,2024-11-01,-2.66,0.3099173553719008
swe_bench_verified,2024-12-01,-1.68,0.3099173553719008
swe_bench_verified,2025-01-01,-0.66,0.3099173553719008
swe_bench_verified,2025-02-01,0.36,0.609504132231405
swe_bench_verified,2025-03-01,1.28,0.609504132231405
swe_bench_verified,2025-04-01,2.3,0.6231884057971014
swe_bench_verified,2025-05-01,3.29,0.7066115702479339
swe_bench_verified,2025-06-01,4.3,0.7066115702479339
swe_bench_verified,2025-07-01,5.29,0.7066115702479339
swe_bench_verified,2025-08-01,6.31,0.7355371900826446
swe_bench_verified,2025-09-01,7.33,0.7355371900826446
swe_bench_verified,2025-10-01,8.31,0.7355371900826446
swe_bench_verified,2025-11-01,9.33,0.7665289256198347
swe_bench_verified,2025-12-01,10.32,0.7665289256198347
swe_bench_verified,2026-01-01,11.33,0.7665289256198347
swe_bench_verified,2026-02-01,12.35,0.7871900826446281
swe_bench_verified,2026-03-01,13.27,0.7871900826446281
swe_bench_verified,2026-04-01,14.29,0.8347107438016529
swe_bench_verified,2026-05-01,15.28,0.8347107438016529
swe_bench_verified,2026-06-01,16.29,0.8347107438016529
terminalbench,2025-06-01,-4.04,0.326
terminalbench,2025-07-01,-3.06,0.326
terminalbench,2025-08-01,-2.04,0.496
terminalbench,2025-09-01,-1.02,0.496
terminalbench,2025-10-01,-0.03,0.496
terminalbench,2025-11-01,0.99,0.6940000000000001
terminalbench,2025-12-01,1.97,0.6940000000000001
terminalbench,2026-01-01,2.99,0.6940000000000001
terminalbench,2026-02-01,4.01,0.802
terminalbench,2026-03-01,4.93,0.818
terminalbench,2026-04-01,5.95,0.902
the_agent_company,2024-06-01,-14.75,0.042
the_agent_company,2024-07-01,-13.76,0.141
the_agent_company,2024-08-01,-12.75,0.141
the_agent_company,2024-09-01,-11.73,0.141
the_agent_company,2024-10-01,-10.74,0.344
the_agent_company,2024-11-01,-9.72,0.344
the_agent_company,2024-12-01,-8.74,0.344
the_agent_company,2025-01-01,-7.72,0.344
the_agent_company,2025-02-01,-6.7,0.402
the_agent_company,2025-03-01,-5.78,0.402
the_agent_company,2025-04-01,-4.76,0.402
the_agent_company,2025-05-01,-3.78,0.432
the_agent_company,2025-06-01,-2.76,0.432
the_agent_company,2025-07-01,-1.77,0.432
the_agent_company,2025-08-01,-0.76,0.432
the_agent_company,2025-09-01,0.26,0.524
trivia_qa,2021-12-01,0.0,0.758
trivia_qa,2022-01-01,1.02,0.758
trivia_qa,2022-02-01,2.04,0.758
trivia_qa,2022-03-01,2.96,0.758
trivia_qa,2022-04-01,3.98,0.814
trivia_qa,2022-05-01,4.96,0.814
trivia_qa,2022-06-01,5.98,0.814
trivia_qa,2022-07-01,6.96,0.814
trivia_qa,2022-08-01,7.98,0.814
trivia_qa,2022-09-01,9.0,0.814
trivia_qa,2022-10-01,9.99,0.814
trivia_qa,2022-11-01,11.01,0.814
trivia_qa,2022-12-01,11.99,0.814
trivia_qa,2023-01-01,13.01,0.814
trivia_qa,2023-02-01,14.03,0.86
trivia_qa,2023-03-01,14.95,0.86
trivia_qa,2023-04-01,15.97,0.867
trivia_qa,2023-05-01,16.95,0.867
trivia_qa,2023-06-01,17.97,0.867
trivia_qa,2023-07-01,18.96,0.876
trivia_qa,2023-08-01,19.97,0.876
trivia_qa,2023-09-01,20.99,0.876
trivia_qa,2023-10-01,21.98,0.876
trivia_qa,2023-11-01,23.0,0.876
trivia_qa,2023-12-01,23.98,0.876
trivia_qa,2024-01-01,25.0,0.876
trivia_qa,2024-02-01,26.02,0.876
trivia_qa,2024-03-01,26.97,0.876
trivia_qa,2024-04-01,27.99,0.876
trivia_qa,2024-05-01,28.98,0.876
trivia_qa,2024-06-01,29.99,0.876
trivia_qa,2024-07-01,30.98,0.876
trivia_qa,2024-08-01,32.0,0.876
trivia_qa,2024-09-01,33.02,0.876
trivia_qa,2024-10-01,34.0,0.876
trivia_qa,2024-11-01,35.02,0.876
trivia_qa,2024-12-01,36.01,0.876
video_mme,2023-08-01,-2.5,0.411
video_mme,2023-09-01,-1.48,0.411
video_mme,2023-10-01,-0.49,0.411
video_mme,2023-11-01,0.53,0.599
video_mme,2023-12-01,1.51,0.599
video_mme,2024-01-01,2.53,0.662
video_mme,2024-02-01,3.55,0.75
video_mme,2024-03-01,4.5,0.75
video_mme,2024-04-01,5.52,0.75
video_mme,2024-05-01,6.5,0.75
video_mme,2024-06-01,7.52,0.75
video_mme,2024-07-01,8.51,0.75
video_mme,2024-08-01,9.53,0.75
video_mme,2024-09-01,10.55,0.75
video_mme,2024-10-01,11.53,0.75
video_mme,2024-11-01,12.55,0.75
video_mme,2024-12-01,13.53,0.75
video_mme,2025-01-01,14.55,0.75
video_mme,2025-02-01,15.57,0.75
video_mme,2025-03-01,16.49,0.75
video_mme,2025-04-01,17.51,0.75
video_mme,2025-05-01,18.5,0.75
video_mme,2025-06-01,19.51,0.797
vpct,2024-06-01,-9.2,0.33
vpct,2024-07-01,-8.21,0.34
vpct,2024-08-01,-7.19,0.34
vpct,2024-09-01,-6.18,0.34
vpct,2024-10-01,-5.19,0.34
vpct,2024-11-01,-4.17,0.4
vpct,2024-12-01,-3.19,0.4
vpct,2025-01-01,-2.17,0.4
vpct,2025-02-01,-1.15,0.45
vpct,2025-03-01,-0.23,0.48
vpct,2025-04-01,0.79,0.575
vpct,2025-05-01,1.77,0.575
vpct,2025-06-01,2.79,0.575
vpct,2025-07-01,3.78,0.575
vpct,2025-08-01,4.8,0.66
vpct,2025-09-01,5.81,0.66
vpct,2025-10-01,6.8,0.66
vpct,2025-11-01,7.82,0.91
vpct,2025-12-01,8.8,0.91
weirdml,2023-06-01,-21.52,0.1244
weirdml,2023-07-01,-20.53,0.1244
weirdml,2023-08-01,-19.51,0.1244
weirdml,2023-09-01,-18.5,0.1244
weirdml,2023-10-01,-17.51,0.1244
weirdml,2023-11-01,-16.49,0.1244
weirdml,2023-12-01,-15.51,0.1244
weirdml,2024-01-01,-14.49,0.1244
weirdml,2024-02-01,-13.47,0.2318
weirdml,2024-03-01,-12.52,0.2318
weirdml,2024-04-01,-11.5,0.2318
weirdml,2024-05-01,-10.51,0.2318
weirdml,2024-06-01,-9.49,0.3097
weirdml,2024-07-01,-8.51,0.3097
weirdml,2024-08-01,-7.49,0.3097
weirdml,2024-09-01,-6.47,0.4756
weirdml,2024-10-01,-5.49,0.4756
weirdml,2024-11-01,-4.47,0.4756
weirdml,2024-12-01,-3.48,0.4756
weirdml,2025-01-01,-2.46,0.4756
weirdml,2025-02-01,-1.45,0.4756
weirdml,2025-03-01,-0.53,0.4756
weirdml,2025-04-01,0.49,0.5256
weirdml,2025-05-01,1.48,0.5256
weirdml,2025-06-01,2.5,0.5821
weirdml,2025-07-01,3.48,0.5821
weirdml,2025-08-01,4.5,0.607
weirdml,2025-09-01,5.52,0.607
weirdml,2025-10-01,6.5,0.607
weirdml,2025-11-01,7.52,0.6993
weirdml,2025-12-01,8.51,0.722
weirdml,2026-01-01,9.53,0.722
weirdml,2026-02-01,10.55,0.793
weirdml,2026-03-01,11.47,0.793
weirdml,2026-04-01,12.48,0.8491
weirdml,2026-05-01,13.47,0.8491
weirdml,2026-06-01,14.49,0.8785
weirdml,2026-07-01,15.47,0.8876000000000001
wino_grande,2019-11-01,0.0,0.583
wino_grande,2019-12-01,0.99,0.583
wino_grande,2020-01-01,2.0,0.583
wino_grande,2020-02-01,3.02,0.583
wino_grande,2020-03-01,3.98,0.583
wino_grande,2020-04-01,4.99,0.583
wino_grande,2020-05-01,5.98,0.583
wino_grande,2020-06-01,7.0,0.583
wino_grande,2020-07-01,7.98,0.583
wino_grande,2020-08-01,9.0,0.583
wino_grande,2020-09-01,10.02,0.583
wino_grande,2020-10-01,11.01,0.583
wino_grande,2020-11-01,12.02,0.583
wino_grande,2020-12-01,13.01,0.583
wino_grande,2021-01-01,14.03,0.583
wino_grande,2021-02-01,15.05,0.583
wino_grande,2021-03-01,15.97,0.583
wino_grande,2021-04-01,16.98,0.583
wino_grande,2021-05-01,17.97,0.583
wino_grande,2021-06-01,18.99,0.583
wino_grande,2021-07-01,19.97,0.583
wino_grande,2021-08-01,20.99,0.645
wino_grande,2021-09-01,22.01,0.645
wino_grande,2021-10-01,23.0,0.645
wino_grande,2021-11-01,24.01,0.645
wino_grande,2021-12-01,25.0,0.792
wino_grande,2022-01-01,26.02,0.792
wino_grande,2022-02-01,27.04,0.792
wino_grande,2022-03-01,27.96,0.816
wino_grande,2022-04-01,28.98,0.851
wino_grande,2022-05-01,29.96,0.851
wino_grande,2022-06-01,30.98,0.851
wino_grande,2022-07-01,31.96,0.851
wino_grande,2022-08-01,32.98,0.851
wino_grande,2022-09-01,34.0,0.851
wino_grande,2022-10-01,34.99,0.851
wino_grande,2022-11-01,36.01,0.851
wino_grande,2022-12-01,36.99,0.851
wino_grande,2023-01-01,38.01,0.851
wino_grande,2023-02-01,39.03,0.851
wino_grande,2023-03-01,39.95,0.875
wino_grande,2023-04-01,40.97,0.875
wino_grande,2023-05-01,41.95,0.875
wino_grande,2023-06-01,42.97,0.875
wino_grande,2023-07-01,43.96,0.875
wino_grande,2023-08-01,44.97,0.875
wino_grande,2023-09-01,45.99,0.875
wino_grande,2023-10-01,46.98,0.875
wino_grande,2023-11-01,48.0,0.875
wino_grande,2023-12-01,48.98,0.875
wino_grande,2024-01-01,50.0,0.875
wino_grande,2024-02-01,51.02,0.885
wino_grande,2024-03-01,51.97,0.885
wino_grande,2024-04-01,52.99,0.885
wino_grande,2024-05-01,53.98,0.885
wino_grande,2024-06-01,54.99,0.885
wino_grande,2024-07-01,55.98,0.892
wino_grande,2024-08-01,57.0,0.892
wino_grande,2024-09-01,58.02,0.892
wino_grande,2024-10-01,59.0,0.892
wino_grande,2024-11-01,60.02,0.892
wino_grande,2024-12-01,61.01,0.892
