benchmark,month,sota
math_level_5,2025-08-01,0.9813066465256798
math_level_5,2025-09-01,0.9813066465256798
math_level_5,2025-10-01,0.9813066465256798
mmlu,2021-08-01,0.257
mmlu,2021-09-01,0.257
mmlu,2021-10-01,0.257
mmlu,2021-11-01,0.257
mmlu,2021-12-01,0.6
mmlu,2022-01-01,0.6
mmlu,2022-02-01,0.6
mmlu,2022-03-01,0.7
mmlu,2022-04-01,0.7
mmlu,2022-05-01,0.7
mmlu,2022-06-01,0.7
mmlu,2022-07-01,0.7
mmlu,2022-08-01,0.7
mmlu,2022-09-01,0.7
mmlu,2022-10-01,0.7
mmlu,2022-11-01,0.7
mmlu,2022-12-01,0.7
mmlu,2023-01-01,0.7
mmlu,2023-02-01,0.7
mmlu,2023-03-01,0.864
mmlu,2023-04-01,0.864
mmlu,2023-05-01,0.864
mmlu,2023-06-01,0.864
mmlu,2023-07-01,0.864
mmlu,2023-08-01,0.864
mmlu,2023-09-01,0.864
mmlu,2023-10-01,0.864
mmlu,2023-11-01,0.864
mmlu,2023-12-01,0.864
mmlu,2024-01-01,0.864
mmlu,2024-02-01,0.864
mmlu,2024-03-01,0.864
mmlu,2024-04-01,0.864
mmlu,2024-05-01,0.864
mmlu,2024-06-01,0.865
mmlu,2024-07-01,0.865
mmlu,2024-08-01,0.865
mmlu,2024-09-01,0.869
mmlu,2024-10-01,0.873
mmlu,2024-11-01,0.881
mmlu,2024-12-01,0.881
mmlu,2025-01-01,0.881
mmlu,2025-02-01,0.881
open_book_qa,2019-11-01,0.224
open_book_qa,2019-12-01,0.224
open_book_qa,2020-01-01,0.224
open_book_qa,2020-02-01,0.224
open_book_qa,2020-03-01,0.224
open_book_qa,2020-04-01,0.224
open_book_qa,2020-05-01,0.224
open_book_qa,2020-06-01,0.224
open_book_qa,2020-07-01,0.224
open_book_qa,2020-08-01,0.224
open_book_qa,2020-09-01,0.224
open_book_qa,2020-10-01,0.224
open_book_qa,2020-11-01,0.224
open_book_qa,2020-12-01,0.224
open_book_qa,2021-01-01,0.224
open_book_qa,2021-02-01,0.224
open_book_qa,2021-03-01,0.224
open_book_qa,2021-04-01,0.224
open_book_qa,2021-05-01,0.224
open_book_qa,2021-06-01,0.224
open_book_qa,2021-07-01,0.224
open_book_qa,2021-08-01,0.382
open_book_qa,2021-09-01,0.382
open_book_qa,2021-10-01,0.382
open_book_qa,2021-11-01,0.382
open_book_qa,2021-12-01,0.63
open_book_qa,2022-01-01,0.654
open_book_qa,2022-02-01,0.654
open_book_qa,2022-03-01,0.654
open_book_qa,2022-04-01,0.68
open_book_qa,2022-05-01,0.68
open_book_qa,2022-06-01,0.68
open_book_qa,2022-07-01,0.68
open_book_qa,2022-08-01,0.68
open_book_qa,2022-09-01,0.68
open_book_qa,2022-10-01,0.68
open_book_qa,2022-11-01,0.68
open_book_qa,2022-12-01,0.68
open_book_qa,2023-01-01,0.68
open_book_qa,2023-02-01,0.68
open_book_qa,2023-03-01,0.68
open_book_qa,2023-04-01,0.68
open_book_qa,2023-05-01,0.68
open_book_qa,2023-06-01,0.68
open_book_qa,2023-07-01,0.68
open_book_qa,2023-08-01,0.68
open_book_qa,2023-09-01,0.798
open_book_qa,2023-10-01,0.798
open_book_qa,2023-11-01,0.86
open_book_qa,2023-12-01,0.86
open_book_qa,2024-01-01,0.86
open_book_qa,2024-02-01,0.86
open_book_qa,2024-03-01,0.86
open_book_qa,2024-04-01,0.88
os_world,2024-09-01,0.05
os_world,2024-10-01,0.05
os_world,2024-11-01,0.05
os_world,2024-12-01,0.05
os_world,2025-01-01,0.05
os_world,2025-02-01,0.358
os_world,2025-03-01,0.358
os_world,2025-04-01,0.358
os_world,2025-05-01,0.439
os_world,2025-06-01,0.439
os_world,2025-07-01,0.439
os_world,2025-08-01,0.439
os_world,2025-09-01,0.629
os_world,2025-10-01,0.629
os_world,2025-11-01,0.6629999999999999
os_world,2025-12-01,0.6629999999999999
os_world,2026-01-01,0.6629999999999999
os_world,2026-02-01,0.721
osworld_2,2026-02-01,0.093
osworld_2,2026-03-01,0.093
osworld_2,2026-04-01,0.182
osworld_2,2026-05-01,0.206
osworld_2,2026-06-01,0.206
otis_mock_aime_2024_2025,2023-03-01,0.0055555555555555
otis_mock_aime_2024_2025,2023-04-01,0.0055555555555555
otis_mock_aime_2024_2025,2023-05-01,0.0055555555555555
otis_mock_aime_2024_2025,2023-06-01,0.0111111111111111
otis_mock_aime_2024_2025,2023-07-01,0.025
otis_mock_aime_2024_2025,2023-08-01,0.025
otis_mock_aime_2024_2025,2023-09-01,0.025
otis_mock_aime_2024_2025,2023-10-01,0.025
otis_mock_aime_2024_2025,2023-11-01,0.025
otis_mock_aime_2024_2025,2023-12-01,0.025
otis_mock_aime_2024_2025,2024-01-01,0.025
otis_mock_aime_2024_2025,2024-02-01,0.0472222222222222
otis_mock_aime_2024_2025,2024-03-01,0.0472222222222222
otis_mock_aime_2024_2025,2024-04-01,0.0666666666666666
otis_mock_aime_2024_2025,2024-05-01,0.0680555555555555
otis_mock_aime_2024_2025,2024-06-01,0.0680555555555555
otis_mock_aime_2024_2025,2024-07-01,0.0972222222222222
otis_mock_aime_2024_2025,2024-08-01,0.0972222222222222
otis_mock_aime_2024_2025,2024-09-01,0.4694444444444444
otis_mock_aime_2024_2025,2024-10-01,0.4694444444444444
otis_mock_aime_2024_2025,2024-11-01,0.4694444444444444
otis_mock_aime_2024_2025,2024-12-01,0.7333333333333333
otis_mock_aime_2024_2025,2025-01-01,0.7694444444444445
otis_mock_aime_2024_2025,2025-02-01,0.7694444444444445
otis_mock_aime_2024_2025,2025-03-01,0.7694444444444445
otis_mock_aime_2024_2025,2025-04-01,0.8388888888888889
otis_mock_aime_2024_2025,2025-05-01,0.8388888888888889
otis_mock_aime_2024_2025,2025-06-01,0.8416666666666667
otis_mock_aime_2024_2025,2025-07-01,0.8666666666666667
otis_mock_aime_2024_2025,2025-08-01,0.9138888888888888
otis_mock_aime_2024_2025,2025-09-01,0.9138888888888888
otis_mock_aime_2024_2025,2025-10-01,0.9138888888888888
otis_mock_aime_2024_2025,2025-11-01,0.9138888888888888
otis_mock_aime_2024_2025,2025-12-01,0.9611111111111112
otis_mock_aime_2024_2025,2026-01-01,0.9611111111111112
otis_mock_aime_2024_2025,2026-02-01,0.9611111111111112
otis_mock_aime_2024_2025,2026-03-01,0.9611111111111112
otis_mock_aime_2024_2025,2026-04-01,1.0
otis_mock_aime_2024_2025,2026-05-01,1.0
otis_mock_aime_2024_2025,2026-06-01,1.0
otis_mock_aime_2024_2025,2026-07-01,1.0
piqa,2019-11-01,0.705
piqa,2019-12-01,0.705
piqa,2020-01-01,0.705
piqa,2020-02-01,0.705
piqa,2020-03-01,0.705
piqa,2020-04-01,0.705
piqa,2020-05-01,0.705
piqa,2020-06-01,0.705
piqa,2020-07-01,0.705
piqa,2020-08-01,0.705
piqa,2020-09-01,0.705
piqa,2020-10-01,0.705
piqa,2020-11-01,0.705
piqa,2020-12-01,0.705
piqa,2021-01-01,0.705
piqa,2021-02-01,0.705
piqa,2021-03-01,0.705
piqa,2021-04-01,0.705
piqa,2021-05-01,0.705
piqa,2021-06-01,0.705
piqa,2021-07-01,0.705
piqa,2021-08-01,0.754
piqa,2021-09-01,0.754
piqa,2021-10-01,0.754
piqa,2021-11-01,0.754
piqa,2021-12-01,0.818
piqa,2022-01-01,0.8319
piqa,2022-02-01,0.8319
piqa,2022-03-01,0.8319
piqa,2022-04-01,0.8319
piqa,2022-05-01,0.8319
piqa,2022-06-01,0.8319
piqa,2022-07-01,0.8319
piqa,2022-08-01,0.8319
piqa,2022-09-01,0.8319
piqa,2022-10-01,0.8319
piqa,2022-11-01,0.8319
piqa,2022-12-01,0.8319
piqa,2023-01-01,0.8319
piqa,2023-02-01,0.8319
piqa,2023-03-01,0.8319
piqa,2023-04-01,0.8319
piqa,2023-05-01,0.8319
piqa,2023-06-01,0.842
piqa,2023-07-01,0.842
piqa,2023-08-01,0.842
piqa,2023-09-01,0.849
piqa,2023-10-01,0.849
piqa,2023-11-01,0.849
piqa,2023-12-01,0.849
piqa,2024-01-01,0.849
piqa,2024-02-01,0.849
piqa,2024-03-01,0.849
piqa,2024-04-01,0.849
piqa,2024-05-01,0.849
piqa,2024-06-01,0.849
piqa,2024-07-01,0.887
piqa,2024-08-01,0.887
piqa,2024-09-01,0.887
piqa,2024-10-01,0.887
piqa,2024-11-01,0.887
piqa,2024-12-01,0.887
posttrainbench,2025-09-01,0.0994
posttrainbench,2025-10-01,0.0994
posttrainbench,2025-11-01,0.1968
posttrainbench,2025-12-01,0.2138
posttrainbench,2026-01-01,0.2138
posttrainbench,2026-02-01,0.2482
posttrainbench,2026-03-01,0.2482
posttrainbench,2026-04-01,0.2856
posttrainbench,2026-05-01,0.3408
posttrainbench,2026-06-01,0.3429
rli,2025-06-01,0.0083
rli,2025-07-01,0.0083
rli,2025-08-01,0.0167
rli,2025-09-01,0.0208
rli,2025-10-01,0.0208
rli,2025-11-01,0.0375
rli,2025-12-01,0.0375
rli,2026-01-01,0.0375
rli,2026-02-01,0.0417
rli,2026-03-01,0.0417
rli,2026-04-01,0.0417
rli,2026-05-01,0.0833
rli,2026-06-01,0.161
scicode,2024-07-01,0.131944444444444
scicode,2024-08-01,0.131944444444444
scicode,2024-09-01,0.131944444444444
scicode,2024-10-01,0.274305555555556
scicode,2024-11-01,0.274305555555556
scicode,2024-12-01,0.274305555555556
scicode,2025-01-01,0.357142857142857
scicode,2025-02-01,0.357142857142857
scicode,2025-03-01,0.357638888888889
scicode,2025-04-01,0.403935185185185
scicode,2025-05-01,0.403935185185185
scicode,2025-06-01,0.428240740740741
scicode,2025-07-01,0.428240740740741
scicode,2025-08-01,0.429398148148148
scicode,2025-09-01,0.429398148148148
scicode,2025-10-01,0.43287037037037
scicode,2025-11-01,0.43287037037037
scicode,2025-12-01,0.43287037037037
scicode,2026-01-01,0.43287037037037
scicode,2026-02-01,0.58912037037037
scicode,2026-03-01,0.58912037037037
scicode,2026-04-01,0.58912037037037
scicode,2026-05-01,0.58912037037037
scicode,2026-06-01,0.601851851851852
scicode,2026-07-01,0.601851851851852
science_qa,2022-01-01,0.7404
science_qa,2022-02-01,0.7404
science_qa,2022-03-01,0.7404
science_qa,2022-04-01,0.7404
science_qa,2022-05-01,0.7404
science_qa,2022-06-01,0.7404
science_qa,2022-07-01,0.7404
science_qa,2022-08-01,0.7404
science_qa,2022-09-01,0.7404
science_qa,2022-10-01,0.7404
science_qa,2022-11-01,0.7404
science_qa,2022-12-01,0.7404
science_qa,2023-01-01,0.7404
science_qa,2023-02-01,0.7417
science_qa,2023-03-01,0.7417
science_qa,2023-04-01,0.7417
science_qa,2023-05-01,0.7417
science_qa,2023-06-01,0.7417
science_qa,2023-07-01,0.7417
science_qa,2023-08-01,0.7417
science_qa,2023-09-01,0.7417
science_qa,2023-10-01,0.7417
science_qa,2023-11-01,0.7417
science_qa,2023-12-01,0.7417
science_qa,2024-01-01,0.797
science_qa,2024-02-01,0.797
science_qa,2024-03-01,0.797
science_qa,2024-04-01,0.797
science_qa,2024-05-01,0.885
science_qa,2024-06-01,0.885
science_qa,2024-07-01,0.885
science_qa,2024-08-01,0.913
simplebench,2024-02-01,0.235
simplebench,2024-03-01,0.235
simplebench,2024-04-01,0.251
simplebench,2024-05-01,0.251
simplebench,2024-06-01,0.275
simplebench,2024-07-01,0.275
simplebench,2024-08-01,0.275
simplebench,2024-09-01,0.417
simplebench,2024-10-01,0.417
simplebench,2024-11-01,0.417
simplebench,2024-12-01,0.417
simplebench,2025-01-01,0.417
simplebench,2025-02-01,0.464
simplebench,2025-03-01,0.516
simplebench,2025-04-01,0.531
simplebench,2025-05-01,0.588
simplebench,2025-06-01,0.624
simplebench,2025-07-01,0.624
simplebench,2025-08-01,0.624
simplebench,2025-09-01,0.624
simplebench,2025-10-01,0.624
simplebench,2025-11-01,0.764
simplebench,2025-12-01,0.764
simplebench,2026-01-01,0.764
simplebench,2026-02-01,0.796
simplebench,2026-03-01,0.796
simplebench,2026-04-01,0.796
simplebench,2026-05-01,0.796
simplebench,2026-06-01,0.8190000000000001
simplebench,2026-07-01,0.8190000000000001
simpleqa_verified,2024-10-01,0.067
simpleqa_verified,2024-11-01,0.067
simpleqa_verified,2024-12-01,0.067
simpleqa_verified,2025-01-01,0.067
simpleqa_verified,2025-02-01,0.067
simpleqa_verified,2025-03-01,0.067
simpleqa_verified,2025-04-01,0.53
simpleqa_verified,2025-05-01,0.53
simpleqa_verified,2025-06-01,0.56
simpleqa_verified,2025-07-01,0.56
simpleqa_verified,2025-08-01,0.56
simpleqa_verified,2025-09-01,0.6746746746746747
simpleqa_verified,2025-10-01,0.6746746746746747
simpleqa_verified,2025-11-01,0.729
simpleqa_verified,2025-12-01,0.729
simpleqa_verified,2026-01-01,0.729
simpleqa_verified,2026-02-01,0.773
simpleqa_verified,2026-03-01,0.773
simpleqa_verified,2026-04-01,0.773
simpleqa_verified,2026-05-01,0.773
simpleqa_verified,2026-06-01,0.773
simpleqa_verified,2026-07-01,0.773
superglue,2022-01-01,0.718
swe_bench_verified,2024-11-01,0.3099173553719008
swe_bench_verified,2024-12-01,0.3099173553719008
swe_bench_verified,2025-01-01,0.3099173553719008
swe_bench_verified,2025-02-01,0.609504132231405
swe_bench_verified,2025-03-01,0.609504132231405
swe_bench_verified,2025-04-01,0.6231884057971014
swe_bench_verified,2025-05-01,0.7066115702479339
swe_bench_verified,2025-06-01,0.7066115702479339
swe_bench_verified,2025-07-01,0.7066115702479339
swe_bench_verified,2025-08-01,0.7355371900826446
swe_bench_verified,2025-09-01,0.7355371900826446
swe_bench_verified,2025-10-01,0.7355371900826446
swe_bench_verified,2025-11-01,0.7665289256198347
swe_bench_verified,2025-12-01,0.7665289256198347
swe_bench_verified,2026-01-01,0.7665289256198347
swe_bench_verified,2026-02-01,0.7871900826446281
swe_bench_verified,2026-03-01,0.7871900826446281
swe_bench_verified,2026-04-01,0.8347107438016529
swe_bench_verified,2026-05-01,0.8347107438016529
swe_bench_verified,2026-06-01,0.8347107438016529
terminalbench,2025-06-01,0.326
terminalbench,2025-07-01,0.326
terminalbench,2025-08-01,0.496
terminalbench,2025-09-01,0.496
terminalbench,2025-10-01,0.496
terminalbench,2025-11-01,0.6940000000000001
terminalbench,2025-12-01,0.6940000000000001
terminalbench,2026-01-01,0.6940000000000001
terminalbench,2026-02-01,0.802
terminalbench,2026-03-01,0.818
terminalbench,2026-04-01,0.902
the_agent_company,2024-06-01,0.042
the_agent_company,2024-07-01,0.141
the_agent_company,2024-08-01,0.141
the_agent_company,2024-09-01,0.141
the_agent_company,2024-10-01,0.344
the_agent_company,2024-11-01,0.344
the_agent_company,2024-12-01,0.344
the_agent_company,2025-01-01,0.344
the_agent_company,2025-02-01,0.402
the_agent_company,2025-03-01,0.402
the_agent_company,2025-04-01,0.402
the_agent_company,2025-05-01,0.432
the_agent_company,2025-06-01,0.432
the_agent_company,2025-07-01,0.432
the_agent_company,2025-08-01,0.432
the_agent_company,2025-09-01,0.524
trivia_qa,2021-12-01,0.758
trivia_qa,2022-01-01,0.758
trivia_qa,2022-02-01,0.758
trivia_qa,2022-03-01,0.758
trivia_qa,2022-04-01,0.814
trivia_qa,2022-05-01,0.814
trivia_qa,2022-06-01,0.814
trivia_qa,2022-07-01,0.814
trivia_qa,2022-08-01,0.814
trivia_qa,2022-09-01,0.814
trivia_qa,2022-10-01,0.814
trivia_qa,2022-11-01,0.814
trivia_qa,2022-12-01,0.814
trivia_qa,2023-01-01,0.814
trivia_qa,2023-02-01,0.86
trivia_qa,2023-03-01,0.86
trivia_qa,2023-04-01,0.867
trivia_qa,2023-05-01,0.867
trivia_qa,2023-06-01,0.867
trivia_qa,2023-07-01,0.876
trivia_qa,2023-08-01,0.876
trivia_qa,2023-09-01,0.876
trivia_qa,2023-10-01,0.876
trivia_qa,2023-11-01,0.876
trivia_qa,2023-12-01,0.876
trivia_qa,2024-01-01,0.876
trivia_qa,2024-02-01,0.876
trivia_qa,2024-03-01,0.876
trivia_qa,2024-04-01,0.876
trivia_qa,2024-05-01,0.876
trivia_qa,2024-06-01,0.876
trivia_qa,2024-07-01,0.876
trivia_qa,2024-08-01,0.876
trivia_qa,2024-09-01,0.876
trivia_qa,2024-10-01,0.876
trivia_qa,2024-11-01,0.876
trivia_qa,2024-12-01,0.876
video_mme,2023-08-01,0.411
video_mme,2023-09-01,0.411
video_mme,2023-10-01,0.411
video_mme,2023-11-01,0.599
video_mme,2023-12-01,0.599
video_mme,2024-01-01,0.662
video_mme,2024-02-01,0.75
video_mme,2024-03-01,0.75
video_mme,2024-04-01,0.75
video_mme,2024-05-01,0.75
video_mme,2024-06-01,0.75
video_mme,2024-07-01,0.75
video_mme,2024-08-01,0.75
video_mme,2024-09-01,0.75
video_mme,2024-10-01,0.75
video_mme,2024-11-01,0.75
video_mme,2024-12-01,0.75
video_mme,2025-01-01,0.75
video_mme,2025-02-01,0.75
video_mme,2025-03-01,0.75
video_mme,2025-04-01,0.75
video_mme,2025-05-01,0.75
video_mme,2025-06-01,0.797
vpct,2024-06-01,0.33
vpct,2024-07-01,0.34
vpct,2024-08-01,0.34
vpct,2024-09-01,0.34
vpct,2024-10-01,0.34
vpct,2024-11-01,0.4
vpct,2024-12-01,0.4
vpct,2025-01-01,0.4
vpct,2025-02-01,0.45
vpct,2025-03-01,0.48
vpct,2025-04-01,0.575
vpct,2025-05-01,0.575
vpct,2025-06-01,0.575
vpct,2025-07-01,0.575
vpct,2025-08-01,0.66
vpct,2025-09-01,0.66
vpct,2025-10-01,0.66
vpct,2025-11-01,0.91
vpct,2025-12-01,0.91
weirdml,2023-06-01,0.1244
weirdml,2023-07-01,0.1244
weirdml,2023-08-01,0.1244
weirdml,2023-09-01,0.1244
weirdml,2023-10-01,0.1244
weirdml,2023-11-01,0.1244
weirdml,2023-12-01,0.1244
weirdml,2024-01-01,0.1244
weirdml,2024-02-01,0.2318
weirdml,2024-03-01,0.2318
weirdml,2024-04-01,0.2318
weirdml,2024-05-01,0.2318
weirdml,2024-06-01,0.3097
weirdml,2024-07-01,0.3097
weirdml,2024-08-01,0.3097
weirdml,2024-09-01,0.4756
weirdml,2024-10-01,0.4756
weirdml,2024-11-01,0.4756
weirdml,2024-12-01,0.4756
weirdml,2025-01-01,0.4756
weirdml,2025-02-01,0.4756
weirdml,2025-03-01,0.4756
weirdml,2025-04-01,0.5256
weirdml,2025-05-01,0.5256
weirdml,2025-06-01,0.5821
weirdml,2025-07-01,0.5821
weirdml,2025-08-01,0.607
weirdml,2025-09-01,0.607
weirdml,2025-10-01,0.607
weirdml,2025-11-01,0.6993
weirdml,2025-12-01,0.722
weirdml,2026-01-01,0.722
weirdml,2026-02-01,0.793
weirdml,2026-03-01,0.793
weirdml,2026-04-01,0.8491
weirdml,2026-05-01,0.8491
weirdml,2026-06-01,0.8785
weirdml,2026-07-01,0.8876000000000001
wino_grande,2019-11-01,0.583
wino_grande,2019-12-01,0.583
wino_grande,2020-01-01,0.583
wino_grande,2020-02-01,0.583
wino_grande,2020-03-01,0.583
wino_grande,2020-04-01,0.583
wino_grande,2020-05-01,0.583
wino_grande,2020-06-01,0.583
wino_grande,2020-07-01,0.583
wino_grande,2020-08-01,0.583
wino_grande,2020-09-01,0.583
wino_grande,2020-10-01,0.583
wino_grande,2020-11-01,0.583
wino_grande,2020-12-01,0.583
wino_grande,2021-01-01,0.583
wino_grande,2021-02-01,0.583
wino_grande,2021-03-01,0.583
wino_grande,2021-04-01,0.583
wino_grande,2021-05-01,0.583
wino_grande,2021-06-01,0.583
wino_grande,2021-07-01,0.583
wino_grande,2021-08-01,0.645
wino_grande,2021-09-01,0.645
wino_grande,2021-10-01,0.645
wino_grande,2021-11-01,0.645
wino_grande,2021-12-01,0.792
wino_grande,2022-01-01,0.792
wino_grande,2022-02-01,0.792
wino_grande,2022-03-01,0.816
wino_grande,2022-04-01,0.851
wino_grande,2022-05-01,0.851
wino_grande,2022-06-01,0.851
wino_grande,2022-07-01,0.851
wino_grande,2022-08-01,0.851
wino_grande,2022-09-01,0.851
wino_grande,2022-10-01,0.851
wino_grande,2022-11-01,0.851
wino_grande,2022-12-01,0.851
wino_grande,2023-01-01,0.851
wino_grande,2023-02-01,0.851
wino_grande,2023-03-01,0.875
wino_grande,2023-04-01,0.875
wino_grande,2023-05-01,0.875
wino_grande,2023-06-01,0.875
wino_grande,2023-07-01,0.875
wino_grande,2023-08-01,0.875
wino_grande,2023-09-01,0.875
wino_grande,2023-10-01,0.875
wino_grande,2023-11-01,0.875
wino_grande,2023-12-01,0.875
wino_grande,2024-01-01,0.875
wino_grande,2024-02-01,0.885
wino_grande,2024-03-01,0.885
wino_grande,2024-04-01,0.885
wino_grande,2024-05-01,0.885
wino_grande,2024-06-01,0.885
wino_grande,2024-07-01,0.892
wino_grande,2024-08-01,0.892
wino_grande,2024-09-01,0.892
wino_grande,2024-10-01,0.892
wino_grande,2024-11-01,0.892
wino_grande,2024-12-01,0.892
